bairro,racial,renda,valor
Jaguaribe,Amarela,Mais de 10 SM,0
Jaguaribe,Amarela,Sem rendimento,51
Jaguaribe,Amarela,Total,161
Jaguaribe,Total,Até 1/2 SM,433
Jaguaribe,Total,Mais de 1/2 a 1 SM,2898
Jaguaribe,Total,Mais de 1 a 2 SM,2336
Jaguaribe,Total,Mais de 2 a 3 SM,1052
Jaguaribe,Total,Mais de 3 a 5 SM,1024
Jaguaribe,Total,Mais de 5 a 10 SM,877
Jaguaribe,Total,Mais de 10 SM,255
Jaguaribe,Total,Sem rendimento,4228
Jaguaribe,Total,Total,13103
Jardim Cidade Universitária,Branca,Até 1/2 SM,99
Jardim Cidade Universitária,Branca,Mais de 1/2 a 1 SM,1246
Jardim Cidade Universitária,Branca,Mais de 1 a 2 SM,1642
Jardim Cidade Universitária,Branca,Mais de 2 a 3 SM,976
Jardim Cidade Universitária,Branca,Mais de 3 a 5 SM,1183
Jardim Cidade Universitária,Branca,Mais de 5 a 10 SM,1127
Jardim Cidade Universitária,Branca,Mais de 10 SM,334
Jardim Cidade Universitária,Branca,Sem rendimento,3145
Jardim Cidade Universitária,Branca,Total,9752
Jardim Cidade Universitária,Parda,Até 1/2 SM,128
Jardim Cidade Universitária,Parda,Mais de 1/2 a 1 SM,1004
Jardim Cidade Universitária,Parda,Mais de 1 a 2 SM,1314
Jardim Cidade Universitária,Parda,Mais de 2 a 3 SM,719
Jardim Cidade Universitária,Parda,Mais de 3 a 5 SM,942
Jardim Cidade Universitária,Parda,Mais de 5 a 10 SM,730
Jardim Cidade Universitária,Parda,Mais de 10 SM,228
Jardim Cidade Universitária,Parda,Sem rendimento,2551
Jardim Cidade Universitária,Parda,Total,7616
Jardim Cidade Universitária,Preta,Até 1/2 SM,24
Jardim Cidade Universitária,Preta,Mais de 1/2 a 1 SM,184
Jardim Cidade Universitária,Preta,Mais de 1 a 2 SM,204
Jardim Cidade Universitária,Preta,Mais de 2 a 3 SM,117
Jardim Cidade Universitária,Preta,Mais de 3 a 5 SM,132
Jardim Cidade Universitária,Preta,Mais de 5 a 10 SM,108
Jardim Cidade Universitária,Preta,Mais de 10 SM,31
Jardim Cidade Universitária,Preta,Sem rendimento,270
Jardim Cidade Universitária,Preta,Total,1070
Jardim Cidade Universitária,Indígena,Até 1/2 SM,2
Jardim Cidade Universitária,Indígena,Mais de 1/2 a 1 SM,11
Jardim Cidade Universitária,Indígena,Mais de 1 a 2 SM,4
Jardim Cidade Universitária,Indígena,Mais de 2 a 3 SM,9
Jardim Cidade Universitária,Indígena,Mais de 3 a 5 SM,12
Jardim Cidade Universitária,Indígena,Mais de 5 a 10 SM,4
Jardim Cidade Universitária,Indígena,Mais de 10 SM,6
Jardim Cidade Universitária,Indígena,Sem rendimento,32
Jardim Cidade Universitária,Indígena,Total,80
Jardim Cidade Universitária,Amarela,Até 1/2 SM,6
Jardim Cidade Universitária,Amarela,Mais de 1/2 a 1 SM,34
Jardim Cidade Universitária,Amarela,Mais de 1 a 2 SM,76
Jardim Cidade Universitária,Amarela,Mais de 2 a 3 SM,43
Jardim Cidade Universitária,Amarela,Mais de 3 a 5 SM,37
Jardim Cidade Universitária,Amarela,Mais de 5 a 10 SM,40
Jardim Cidade Universitária,Amarela,Mais de 10 SM,8
Jardim Cidade Universitária,Amarela,Sem rendimento,109
Jardim Cidade Universitária,Amarela,Total,353
Jardim Cidade Universitária,Total,Até 1/2 SM,259
Jardim Cidade Universitária,Total,Mais de 1/2 a 1 SM,2479
Jardim Cidade Universitária,Total,Mais de 1 a 2 SM,3240
Jardim Cidade Universitária,Total,Mais de 2 a 3 SM,1864
Jardim Cidade Universitária,Total,Mais de 3 a 5 SM,2306
Jardim Cidade Universitária,Total,Mais de 5 a 10 SM,2009
Jardim Cidade Universitária,Total,Mais de 10 SM,607
Jardim Cidade Universitária,Total,Sem rendimento,6107
Jardim Cidade Universitária,Total,Total,18871
Jardim Oceania,Branca,Até 1/2 SM,32
Jardim Oceania,Branca,Mais de 1/2 a 1 SM,629
Jardim Oceania,Branca,Mais de 1 a 2 SM,887
Jardim Oceania,Branca,Mais de 2 a 3 SM,705
Jardim Oceania,Branca,Mais de 3 a 5 SM,1010
Jardim Oceania,Branca,Mais de 5 a 10 SM,1834
Jardim Oceania,Branca,Mais de 10 SM,1400
Jardim Oceania,Branca,Sem rendimento,2892
Jardim Oceania,Branca,Total,9389
Jardim Oceania,Parda,Até 1/2 SM,23
Jardim Oceania,Parda,Mais de 1/2 a 1 SM,451
Jardim Oceania,Parda,Mais de 1 a 2 SM,423
Jardim Oceania,Parda,Mais de 2 a 3 SM,288
Jardim Oceania,Parda,Mais de 3 a 5 SM,437
Jardim Oceania,Parda,Mais de 5 a 10 SM,680
Jardim Oceania,Parda,Mais de 10 SM,426
Jardim Oceania,Parda,Sem rendimento,1169
Jardim Oceania,Parda,Total,3897
Jardim Oceania,Preta,Até 1/2 SM,4
Jardim Oceania,Preta,Mais de 1/2 a 1 SM,55
Jardim Oceania,Preta,Mais de 1 a 2 SM,40
Jardim Oceania,Preta,Mais de 2 a 3 SM,27
Jardim Oceania,Preta,Mais de 3 a 5 SM,41
Jardim Oceania,Preta,Mais de 5 a 10 SM,43
Jardim Oceania,Preta,Mais de 10 SM,28
Jardim Oceania,Preta,Sem rendimento,76
Jardim Oceania,Preta,Total,314
Jardim Oceania,Indígena,Até 1/2 SM,0
Jardim Oceania,Indígena,Mais de 1/2 a 1 SM,3
Jardim Oceania,Indígena,Mais de 1 a 2 SM,2
Jardim Oceania,Indígena,Mais de 2 a 3 SM,1
Jardim Oceania,Indígena,Mais de 3 a 5 SM,3
Jardim Oceania,Indígena,Mais de 5 a 10 SM,3
Jardim Oceania,Indígena,Mais de 10 SM,2
Jardim Oceania,Indígena,Sem rendimento,10
Jardim Oceania,Indígena,Total,24
Jardim Oceania,Amarela,Até 1/2 SM,0
Jardim Oceania,Amarela,Mais de 1/2 a 1 SM,15
Jardim Oceania,Amarela,Mais de 1 a 2 SM,13
Jardim Oceania,Amarela,Mais de 2 a 3 SM,14
Jardim Oceania,Amarela,Mais de 3 a 5 SM,18
Jardim Oceania,Amarela,Mais de 5 a 10 SM,31
Jardim Oceania,Amarela,Mais de 10 SM,26
Jardim Oceania,Amarela,Sem rendimento,53
Jardim Oceania,Amarela,Total,170
Jardim Oceania,Total,Até 1/2 SM,59
Jardim Oceania,Total,Mais de 1/2 a 1 SM,1153
Jardim Oceania,Total,Mais de 1 a 2 SM,1365
Jardim Oceania,Total,Mais de 2 a 3 SM,1035
Jardim Oceania,Total,Mais de 3 a 5 SM,1509
Jardim Oceania,Total,Mais de 5 a 10 SM,2591
Jardim Oceania,Total,Mais de 10 SM,1882
Jardim Oceania,Total,Sem rendimento,4200
Jardim Oceania,Total,Total,13794
Jardim São Paulo,Branca,Até 1/2 SM,48
Jardim São Paulo,Branca,Mais de 1/2 a 1 SM,291
Jardim São Paulo,Branca,Mais de 1 a 2 SM,385
Jardim São Paulo,Branca,Mais de 2 a 3 SM,223
Jardim São Paulo,Branca,Mais de 3 a 5 SM,270
Jardim São Paulo,Branca,Mais de 5 a 10 SM,251
Jardim São Paulo,Branca,Mais de 10 SM,70
Jardim São Paulo,Branca,Sem rendimento,646
Jardim São Paulo,Branca,Total,2184
Jardim São Paulo,Parda,Até 1/2 SM,29
Jardim São Paulo,Parda,Mais de 1/2 a 1 SM,222
Jardim São Paulo,Parda,Mais de 1 a 2 SM,237
Jardim São Paulo,Parda,Mais de 2 a 3 SM,170
Jardim São Paulo,Parda,Mais de 3 a 5 SM,162
Jardim São Paulo,Parda,Mais de 5 a 10 SM,158
Jardim São Paulo,Parda,Mais de 10 SM,38
Jardim São Paulo,Parda,Sem rendimento,441
Jardim São Paulo,Parda,Total,1457
Jardim São Paulo,Preta,Até 1/2 SM,8
Jardim São Paulo,Preta,Mais de 1/2 a 1 SM,65
Jardim São Paulo,Preta,Mais de 1 a 2 SM,62
Jardim São Paulo,Preta,Mais de 2 a 3 SM,34
Jardim São Paulo,Preta,Mais de 3 a 5 SM,39
Jardim São Paulo,Preta,Mais de 5 a 10 SM,32
Jardim São Paulo,Preta,Mais de 10 SM,9
Jardim São Paulo,Preta,Sem rendimento,80
Jardim São Paulo,Preta,Total,329
Jardim São Paulo,Indígena,Até 1/2 SM,3
Jardim São Paulo,Indígena,Mais de 1/2 a 1 SM,9
Jardim São Paulo,Indígena,Mais de 1 a 2 SM,6
Jardim São Paulo,Indígena,Mais de 2 a 3 SM,7
Jardim São Paulo,Indígena,Mais de 3 a 5 SM,3
Jardim São Paulo,Indígena,Mais de 5 a 10 SM,3
Jardim São Paulo,Indígena,Mais de 10 SM,0
Jardim São Paulo,Indígena,Sem rendimento,14
Jardim São Paulo,Indígena,Total,45
Jardim São Paulo,Amarela,Até 1/2 SM,4
Jardim São Paulo,Amarela,Mais de 1/2 a 1 SM,22
Jardim São Paulo,Amarela,Mais de 1 a 2 SM,21
Jardim São Paulo,Amarela,Mais de 2 a 3 SM,10
Jardim São Paulo,Amarela,Mais de 3 a 5 SM,7
Jardim São Paulo,Amarela,Mais de 5 a 10 SM,14
Jardim São Paulo,Amarela,Mais de 10 SM,3
Jardim São Paulo,Amarela,Sem rendimento,29
Jardim São Paulo,Amarela,Total,110
Jardim São Paulo,Total,Até 1/2 SM,92
Jardim São Paulo,Total,Mais de 1/2 a 1 SM,609
Jardim São Paulo,Total,Mais de 1 a 2 SM,711
Jardim São Paulo,Total,Mais de 2 a 3 SM,444
Jardim São Paulo,Total,Mais de 3 a 5 SM,481
Jardim São Paulo,Total,Mais de 5 a 10 SM,458
Jardim São Paulo,Total,Mais de 10 SM,120
Jardim São Paulo,Total,Sem rendimento,1210
Jardim São Paulo,Total,Total,4125
Jardim Veneza,Branca,Até 1/2 SM,190
Jardim Veneza,Branca,Mais de 1/2 a 1 SM,1133
Jardim Veneza,Branca,Mais de 1 a 2 SM,493
Jardim Veneza,Branca,Mais de 2 a 3 SM,99
Jardim Veneza,Branca,Mais de 3 a 5 SM,29
Jardim Veneza,Branca,Mais de 5 a 10 SM,21
Jardim Veneza,Branca,Mais de 10 SM,5
Jardim Veneza,Branca,Sem rendimento,1709
Jardim Veneza,Branca,Total,3679
Jardim Veneza,Parda,Até 1/2 SM,410
Jardim Veneza,Parda,Mais de 1/2 a 1 SM,1725
Jardim Veneza,Parda,Mais de 1 a 2 SM,713
Jardim Veneza,Parda,Mais de 2 a 3 SM,131
Jardim Veneza,Parda,Mais de 3 a 5 SM,57
Jardim Veneza,Parda,Mais de 5 a 10 SM,14
Jardim Veneza,Parda,Mais de 10 SM,1
Jardim Veneza,Parda,Sem rendimento,2901
Jardim Veneza,Parda,Total,5952
Jardim Veneza,Preta,Até 1/2 SM,41
Jardim Veneza,Preta,Mais de 1/2 a 1 SM,278
Jardim Veneza,Preta,Mais de 1 a 2 SM,112
Jardim Veneza,Preta,Mais de 2 a 3 SM,26
Jardim Veneza,Preta,Mais de 3 a 5 SM,13
Jardim Veneza,Preta,Mais de 5 a 10 SM,4
Jardim Veneza,Preta,Mais de 10 SM,0
Jardim Veneza,Preta,Sem rendimento,340
Jardim Veneza,Preta,Total,814
Jardim Veneza,Indígena,Até 1/2 SM,1
Jardim Veneza,Indígena,Mais de 1/2 a 1 SM,3
Jardim Veneza,Indígena,Mais de 1 a 2 SM,0
Jardim Veneza,Indígena,Mais de 2 a 3 SM,1
Jardim Veneza,Indígena,Mais de 3 a 5 SM,0
Jardim Veneza,Indígena,Mais de 5 a 10 SM,0
Jardim Veneza,Indígena,Mais de 10 SM,0
Jardim Veneza,Indígena,Sem rendimento,1
Jardim Veneza,Indígena,Total,6
Jardim Veneza,Amarela,Até 1/2 SM,7
Jardim Veneza,Amarela,Mais de 1/2 a 1 SM,34
Jardim Veneza,Amarela,Mais de 1 a 2 SM,16
Jardim Veneza,Amarela,Mais de 2 a 3 SM,1
Jardim Veneza,Amarela,Mais de 3 a 5 SM,1
Jardim Veneza,Amarela,Mais de 5 a 10 SM,1
Jardim Veneza,Amarela,Mais de 10 SM,0
Jardim Veneza,Amarela,Sem rendimento,66
Jardim Veneza,Amarela,Total,126
Jardim Veneza,Total,Até 1/2 SM,649
Jardim Veneza,Total,Mais de 1/2 a 1 SM,3173
Jardim Veneza,Total,Mais de 1 a 2 SM,1334
Jardim Veneza,Total,Mais de 2 a 3 SM,258
Jardim Veneza,Total,Mais de 3 a 5 SM,100
Jardim Veneza,Total,Mais de 5 a 10 SM,40
Jardim Veneza,Total,Mais de 10 SM,6
Jardim Veneza,Total,Sem rendimento,5017
Jardim Veneza,Total,Total,10577
João Agripino,Branca,Até 1/2 SM,7
João Agripino,Branca,Mais de 1/2 a 1 SM,104
João Agripino,Branca,Mais de 1 a 2 SM,93
João Agripino,Branca,Mais de 2 a 3 SM,39
João Agripino,Branca,Mais de 3 a 5 SM,67
João Agripino,Branca,Mais de 5 a 10 SM,59
João Agripino,Branca,Mais de 10 SM,59
João Agripino,Branca,Sem rendimento,202
João Agripino,Branca,Total,630
João Agripino,Parda,Até 1/2 SM,10
João Agripino,Parda,Mais de 1/2 a 1 SM,73
João Agripino,Parda,Mais de 1 a 2 SM,89
João Agripino,Parda,Mais de 2 a 3 SM,27
João Agripino,Parda,Mais de 3 a 5 SM,35
João Agripino,Parda,Mais de 5 a 10 SM,27
João Agripino,Parda,Mais de 10 SM,20
João Agripino,Parda,Sem rendimento,109
João Agripino,Parda,Total,390
João Agripino,Preta,Até 1/2 SM,0
João Agripino,Preta,Mais de 1/2 a 1 SM,3
João Agripino,Preta,Mais de 1 a 2 SM,6
João Agripino,Preta,Mais de 2 a 3 SM,3
João Agripino,Preta,Mais de 3 a 5 SM,1
João Agripino,Preta,Mais de 5 a 10 SM,5
João Agripino,Preta,Mais de 10 SM,2
João Agripino,Preta,Sem rendimento,3
João Agripino,Preta,Total,23
João Agripino,Indígena,Até 1/2 SM,0
João Agripino,Indígena,Mais de 1/2 a 1 SM,0
João Agripino,Indígena,Mais de 1 a 2 SM,0
João Agripino,Indígena,Mais de 2 a 3 SM,0
João Agripino,Indígena,Mais de 3 a 5 SM,0
João Agripino,Indígena,Mais de 5 a 10 SM,0
João Agripino,Indígena,Mais de 10 SM,0
João Agripino,Indígena,Sem rendimento,1
João Agripino,Indígena,Total,1
João Agripino,Amarela,Até 1/2 SM,0
João Agripino,Amarela,Mais de 1/2 a 1 SM,1
João Agripino,Amarela,Mais de 1 a 2 SM,3
João Agripino,Amarela,Mais de 2 a 3 SM,0
João Agripino,Amarela,Mais de 3 a 5 SM,2
João Agripino,Amarela,Mais de 5 a 10 SM,1
João Agripino,Amarela,Mais de 10 SM,0
João Agripino,Amarela,Sem rendimento,6
João Agripino,Amarela,Total,13
João Agripino,Total,Até 1/2 SM,17
João Agripino,Total,Mais de 1/2 a 1 SM,181
João Agripino,Total,Mais de 1 a 2 SM,191
João Agripino,Total,Mais de 2 a 3 SM,69
João Agripino,Total,Mais de 3 a 5 SM,105
João Agripino,Total,Mais de 5 a 10 SM,92
João Agripino,Total,Mais de 10 SM,81
João Agripino,Total,Sem rendimento,321
João Agripino,Total,Total,1057
João Paulo II,Branca,Até 1/2 SM,220
João Paulo II,Branca,Mais de 1/2 a 1 SM,1026
João Paulo II,Branca,Mais de 1 a 2 SM,868
João Paulo II,Branca,Mais de 2 a 3 SM,270
João Paulo II,Branca,Mais de 3 a 5 SM,184
João Paulo II,Branca,Mais de 5 a 10 SM,113
João Paulo II,Branca,Mais de 10 SM,22
João Paulo II,Branca,Sem rendimento,1812
João Paulo II,Branca,Total,4515
João Paulo II,Parda,Até 1/2 SM,442
João Paulo II,Parda,Mais de 1/2 a 1 SM,1792
João Paulo II,Parda,Mais de 1 a 2 SM,1134
João Paulo II,Parda,Mais de 2 a 3 SM,302
João Paulo II,Parda,Mais de 3 a 5 SM,207
João Paulo II,Parda,Mais de 5 a 10 SM,98
João Paulo II,Parda,Mais de 10 SM,27
João Paulo II,Parda,Sem rendimento,2867
João Paulo II,Parda,Total,6869
João Paulo II,Preta,Até 1/2 SM,112
João Paulo II,Preta,Mais de 1/2 a 1 SM,330
João Paulo II,Preta,Mais de 1 a 2 SM,201
João Paulo II,Preta,Mais de 2 a 3 SM,50
João Paulo II,Preta,Mais de 3 a 5 SM,39
João Paulo II,Preta,Mais de 5 a 10 SM,8
João Paulo II,Preta,Mais de 10 SM,0
João Paulo II,Preta,Sem rendimento,443
João Paulo II,Preta,Total,1183
João Paulo II,Indígena,Até 1/2 SM,0
João Paulo II,Indígena,Mais de 1/2 a 1 SM,1
João Paulo II,Indígena,Mais de 1 a 2 SM,3
João Paulo II,Indígena,Mais de 2 a 3 SM,1
João Paulo II,Indígena,Mais de 3 a 5 SM,0
João Paulo II,Indígena,Mais de 5 a 10 SM,2
João Paulo II,Indígena,Mais de 10 SM,0
João Paulo II,Indígena,Sem rendimento,3
João Paulo II,Indígena,Total,10
João Paulo II,Amarela,Até 1/2 SM,9
João Paulo II,Amarela,Mais de 1/2 a 1 SM,43
João Paulo II,Amarela,Mais de 1 a 2 SM,29
João Paulo II,Amarela,Mais de 2 a 3 SM,5
João Paulo II,Amarela,Mais de 3 a 5 SM,6
João Paulo II,Amarela,Mais de 5 a 10 SM,3
João Paulo II,Amarela,Mais de 10 SM,0
João Paulo II,Amarela,Sem rendimento,91
João Paulo II,Amarela,Total,186
João Paulo II,Total,Até 1/2 SM,783
João Paulo II,Total,Mais de 1/2 a 1 SM,3192
João Paulo II,Total,Mais de 1 a 2 SM,2235
João Paulo II,Total,Mais de 2 a 3 SM,628
João Paulo II,Total,Mais de 3 a 5 SM,436
João Paulo II,Total,Mais de 5 a 10 SM,224
João Paulo II,Total,Mais de 10 SM,49
João Paulo II,Total,Sem rendimento,5216
João Paulo II,Total,Total,12763
José Américo,Branca,Até 1/2 SM,211
José Américo,Branca,Mais de 1/2 a 1 SM,1334
José Américo,Branca,Mais de 1 a 2 SM,1106
José Américo,Branca,Mais de 2 a 3 SM,406
José Américo,Branca,Mais de 3 a 5 SM,412
José Américo,Branca,Mais de 5 a 10 SM,252
José Américo,Branca,Mais de 10 SM,54
José Américo,Branca,Sem rendimento,2084
José Américo,Branca,Total,5859
José Américo,Parda,Até 1/2 SM,353
José Américo,Parda,Mais de 1/2 a 1 SM,1591
José Américo,Parda,Mais de 1 a 2 SM,1132
José Américo,Parda,Mais de 2 a 3 SM,373
José Américo,Parda,Mais de 3 a 5 SM,340
José Américo,Parda,Mais de 5 a 10 SM,228
José Américo,Parda,Mais de 10 SM,36
José Américo,Parda,Sem rendimento,2533
José Américo,Parda,Total,6586
José Américo,Preta,Até 1/2 SM,46
José Américo,Preta,Mais de 1/2 a 1 SM,254
José Américo,Preta,Mais de 1 a 2 SM,172
José Américo,Preta,Mais de 2 a 3 SM,56
José Américo,Preta,Mais de 3 a 5 SM,58
José Américo,Preta,Mais de 5 a 10 SM,22
José Américo,Preta,Mais de 10 SM,4
José Américo,Preta,Sem rendimento,311
José Américo,Preta,Total,923
José Américo,Indígena,Até 1/2 SM,9
José Américo,Indígena,Mais de 1/2 a 1 SM,17
José Américo,Indígena,Mais de 1 a 2 SM,8
José Américo,Indígena,Mais de 2 a 3 SM,4
José Américo,Indígena,Mais de 3 a 5 SM,4
José Américo,Indígena,Mais de 5 a 10 SM,1
José Américo,Indígena,Mais de 10 SM,1
José Américo,Indígena,Sem rendimento,16
José Américo,Indígena,Total,60
José Américo,Amarela,Até 1/2 SM,13
José Américo,Amarela,Mais de 1/2 a 1 SM,37
José Américo,Amarela,Mais de 1 a 2 SM,36
José Américo,Amarela,Mais de 2 a 3 SM,14
José Américo,Amarela,Mais de 3 a 5 SM,6
José Américo,Amarela,Mais de 5 a 10 SM,8
José Américo,Amarela,Mais de 10 SM,0
José Américo,Amarela,Sem rendimento,96
José Américo,Amarela,Total,210
José Américo,Total,Até 1/2 SM,632
José Américo,Total,Mais de 1/2 a 1 SM,3233
José Américo,Total,Mais de 1 a 2 SM,2454
José Américo,Total,Mais de 2 a 3 SM,853
José Américo,Total,Mais de 3 a 5 SM,820
José Américo,Total,Mais de 5 a 10 SM,511
José Américo,Total,Mais de 10 SM,95
José Américo,Total,Sem rendimento,5040
José Américo,Total,Total,13638
Manaíra,Branca,Até 1/2 SM,80
Manaíra,Branca,Mais de 1/2 a 1 SM,1079
Manaíra,Branca,Mais de 1 a 2 SM,1415
Manaíra,Branca,Mais de 2 a 3 SM,969
Manaíra,Branca,Mais de 3 a 5 SM,1589
Manaíra,Branca,Mais de 5 a 10 SM,2958
Manaíra,Branca,Mais de 10 SM,2837
Manaíra,Branca,Sem rendimento,4699
Manaíra,Branca,Total,15626
Manaíra,Parda,Até 1/2 SM,109
Manaíra,Parda,Mais de 1/2 a 1 SM,1103
Manaíra,Parda,Mais de 1 a 2 SM,790
Manaíra,Parda,Mais de 2 a 3 SM,410
Manaíra,Parda,Mais de 3 a 5 SM,631
Manaíra,Parda,Mais de 5 a 10 SM,1077
Manaíra,Parda,Mais de 10 SM,869
Manaíra,Parda,Sem rendimento,2210
Manaíra,Parda,Total,7199
Manaíra,Preta,Até 1/2 SM,10
Manaíra,Preta,Mais de 1/2 a 1 SM,177
Manaíra,Preta,Mais de 1 a 2 SM,120
Manaíra,Preta,Mais de 2 a 3 SM,43
Manaíra,Preta,Mais de 3 a 5 SM,64
Manaíra,Preta,Mais de 5 a 10 SM,75
Manaíra,Preta,Mais de 10 SM,61
Manaíra,Preta,Sem rendimento,186
Manaíra,Preta,Total,736
Manaíra,Indígena,Até 1/2 SM,2
Manaíra,Indígena,Mais de 1/2 a 1 SM,14
Manaíra,Indígena,Mais de 1 a 2 SM,5
Manaíra,Indígena,Mais de 2 a 3 SM,4
Manaíra,Indígena,Mais de 3 a 5 SM,2
Manaíra,Indígena,Mais de 5 a 10 SM,4
Manaíra,Indígena,Mais de 10 SM,5
Manaíra,Indígena,Sem rendimento,22
Manaíra,Indígena,Total,58
Manaíra,Amarela,Até 1/2 SM,5
Manaíra,Amarela,Mais de 1/2 a 1 SM,37
Manaíra,Amarela,Mais de 1 a 2 SM,36
Manaíra,Amarela,Mais de 2 a 3 SM,13
Manaíra,Amarela,Mais de 3 a 5 SM,23
Manaíra,Amarela,Mais de 5 a 10 SM,43
Manaíra,Amarela,Mais de 10 SM,28
Manaíra,Amarela,Sem rendimento,75
Manaíra,Amarela,Total,260
Manaíra,Total,Até 1/2 SM,206
Manaíra,Total,Mais de 1/2 a 1 SM,2410
Manaíra,Total,Mais de 1 a 2 SM,2366
Manaíra,Total,Mais de 2 a 3 SM,1439
Manaíra,Total,Mais de 3 a 5 SM,2309
Manaíra,Total,Mais de 5 a 10 SM,4157
Manaíra,Total,Mais de 10 SM,3800
Manaíra,Total,Sem rendimento,7192
Manaíra,Total,Total,23879
Mandacarú,Branca,Até 1/2 SM,187
Mandacarú,Branca,Mais de 1/2 a 1 SM,1161
Mandacarú,Branca,Mais de 1 a 2 SM,708
Mandacarú,Branca,Mais de 2 a 3 SM,163
Mandacarú,Branca,Mais de 3 a 5 SM,110
Mandacarú,Branca,Mais de 5 a 10 SM,69
Mandacarú,Branca,Mais de 10 SM,33
Mandacarú,Branca,Sem rendimento,1441
Mandacarú,Branca,Total,3872
Mandacarú,Parda,Até 1/2 SM,350
Mandacarú,Parda,Mais de 1/2 a 1 SM,1803
Mandacarú,Parda,Mais de 1 a 2 SM,814
Mandacarú,Parda,Mais de 2 a 3 SM,139
Mandacarú,Parda,Mais de 3 a 5 SM,114
Mandacarú,Parda,Mais de 5 a 10 SM,54
Mandacarú,Parda,Mais de 10 SM,17
Mandacarú,Parda,Sem rendimento,2078
Mandacarú,Parda,Total,5369
Mandacarú,Preta,Até 1/2 SM,81
Mandacarú,Preta,Mais de 1/2 a 1 SM,299
Mandacarú,Preta,Mais de 1 a 2 SM,137
Mandacarú,Preta,Mais de 2 a 3 SM,35
Mandacarú,Preta,Mais de 3 a 5 SM,21
Mandacarú,Preta,Mais de 5 a 10 SM,11
Mandacarú,Preta,Mais de 10 SM,1
Mandacarú,Preta,Sem rendimento,291
Mandacarú,Preta,Total,876
Mandacarú,Indígena,Até 1/2 SM,9
Mandacarú,Indígena,Mais de 1/2 a 1 SM,17
Mandacarú,Indígena,Mais de 1 a 2 SM,12
Mandacarú,Indígena,Mais de 2 a 3 SM,0
Mandacarú,Indígena,Mais de 3 a 5 SM,3
Mandacarú,Indígena,Mais de 5 a 10 SM,0
Mandacarú,Indígena,Mais de 10 SM,0
Mandacarú,Indígena,Sem rendimento,9
Mandacarú,Indígena,Total,50
Mandacarú,Amarela,Até 1/2 SM,20
Mandacarú,Amarela,Mais de 1/2 a 1 SM,125
Mandacarú,Amarela,Mais de 1 a 2 SM,80
Mandacarú,Amarela,Mais de 2 a 3 SM,25
Mandacarú,Amarela,Mais de 3 a 5 SM,13
Mandacarú,Amarela,Mais de 5 a 10 SM,7
Mandacarú,Amarela,Mais de 10 SM,0
Mandacarú,Amarela,Sem rendimento,156
Mandacarú,Amarela,Total,426
Mandacarú,Total,Até 1/2 SM,647
Mandacarú,Total,Mais de 1/2 a 1 SM,3405
Mandacarú,Total,Mais de 1 a 2 SM,1751
Mandacarú,Total,Mais de 2 a 3 SM,362
Mandacarú,Total,Mais de 3 a 5 SM,261
Mandacarú,Total,Mais de 5 a 10 SM,141
Mandacarú,Total,Mais de 10 SM,51
Mandacarú,Total,Sem rendimento,3975
Mandacarú,Total,Total,10593
Mangabeira,Branca,Até 1/2 SM,1110
Mangabeira,Branca,Mais de 1/2 a 1 SM,6716
Mangabeira,Branca,Mais de 1 a 2 SM,5710
Mangabeira,Branca,Mais de 2 a 3 SM,1740
Mangabeira,Branca,Mais de 3 a 5 SM,1201
Mangabeira,Branca,Mais de 5 a 10 SM,565
Mangabeira,Branca,Mais de 10 SM,102
Mangabeira,Branca,Sem rendimento,9302
Mangabeira,Branca,Total,26446
Mangabeira,Parda,Até 1/2 SM,1656
Mangabeira,Parda,Mais de 1/2 a 1 SM,8345
Mangabeira,Parda,Mais de 1 a 2 SM,6439
Mangabeira,Parda,Mais de 2 a 3 SM,1738
Mangabeira,Parda,Mais de 3 a 5 SM,1195
Mangabeira,Parda,Mais de 5 a 10 SM,509
Mangabeira,Parda,Mais de 10 SM,68
Mangabeira,Parda,Sem rendimento,12430
Mangabeira,Parda,Total,32380
Mangabeira,Preta,Até 1/2 SM,309
Mangabeira,Preta,Mais de 1/2 a 1 SM,1543
Mangabeira,Preta,Mais de 1 a 2 SM,1218
Mangabeira,Preta,Mais de 2 a 3 SM,326
Mangabeira,Preta,Mais de 3 a 5 SM,239
Mangabeira,Preta,Mais de 5 a 10 SM,83
Mangabeira,Preta,Mais de 10 SM,13
Mangabeira,Preta,Sem rendimento,1826
Mangabeira,Preta,Total,5557
Mangabeira,Indígena,Até 1/2 SM,19
Mangabeira,Indígena,Mais de 1/2 a 1 SM,74
Mangabeira,Indígena,Mais de 1 a 2 SM,69
Mangabeira,Indígena,Mais de 2 a 3 SM,17
Mangabeira,Indígena,Mais de 3 a 5 SM,7
Mangabeira,Indígena,Mais de 5 a 10 SM,7
Mangabeira,Indígena,Mais de 10 SM,0
Mangabeira,Indígena,Sem rendimento,109
Mangabeira,Indígena,Total,302
Mangabeira,Amarela,Até 1/2 SM,71
Mangabeira,Amarela,Mais de 1/2 a 1 SM,302
Mangabeira,Amarela,Mais de 1 a 2 SM,223
Mangabeira,Amarela,Mais de 2 a 3 SM,67
Mangabeira,Amarela,Mais de 3 a 5 SM,34
Mangabeira,Amarela,Mais de 5 a 10 SM,11
Mangabeira,Amarela,Mais de 10 SM,5
Mangabeira,Amarela,Sem rendimento,355
Mangabeira,Amarela,Total,1068
