bairro,racial,renda,valor
Cabo Branco,Parda,Mais de 3 a 5 SM,174
Cabo Branco,Parda,Mais de 5 a 10 SM,319
Cabo Branco,Parda,Mais de 10 SM,322
Cabo Branco,Parda,Sem rendimento,557
Cabo Branco,Parda,Total,2043
Cabo Branco,Preta,Até 1/2 SM,1
Cabo Branco,Preta,Mais de 1/2 a 1 SM,47
Cabo Branco,Preta,Mais de 1 a 2 SM,19
Cabo Branco,Preta,Mais de 2 a 3 SM,7
Cabo Branco,Preta,Mais de 3 a 5 SM,12
Cabo Branco,Preta,Mais de 5 a 10 SM,21
Cabo Branco,Preta,Mais de 10 SM,21
Cabo Branco,Preta,Sem rendimento,30
Cabo Branco,Preta,Total,158
Cabo Branco,Indígena,Até 1/2 SM,0
Cabo Branco,Indígena,Mais de 1/2 a 1 SM,1
Cabo Branco,Indígena,Mais de 1 a 2 SM,2
Cabo Branco,Indígena,Mais de 2 a 3 SM,0
Cabo Branco,Indígena,Mais de 3 a 5 SM,0
Cabo Branco,Indígena,Mais de 5 a 10 SM,2
Cabo Branco,Indígena,Mais de 10 SM,1
Cabo Branco,Indígena,Sem rendimento,2
Cabo Branco,Indígena,Total,8
Cabo Branco,Amarela,Até 1/2 SM,0
Cabo Branco,Amarela,Mais de 1/2 a 1 SM,9
Cabo Branco,Amarela,Mais de 1 a 2 SM,12
Cabo Branco,Amarela,Mais de 2 a 3 SM,10
Cabo Branco,Amarela,Mais de 3 a 5 SM,12
Cabo Branco,Amarela,Mais de 5 a 10 SM,13
Cabo Branco,Amarela,Mais de 10 SM,13
Cabo Branco,Amarela,Sem rendimento,33
Cabo Branco,Amarela,Total,102
Cabo Branco,Total,Até 1/2 SM,44
Cabo Branco,Total,Mais de 1/2 a 1 SM,674
Cabo Branco,Total,Mais de 1 a 2 SM,684
Cabo Branco,Total,Mais de 2 a 3 SM,390
Cabo Branco,Total,Mais de 3 a 5 SM,641
Cabo Branco,Total,Mais de 5 a 10 SM,1309
Cabo Branco,Total,Mais de 10 SM,1419
Cabo Branco,Total,Sem rendimento,2108
Cabo Branco,Total,Total,7269
Castelo Branco,Branca,Até 1/2 SM,198
Castelo Branco,Branca,Mais de 1/2 a 1 SM,1173
Castelo Branco,Branca,Mais de 1 a 2 SM,760
Castelo Branco,Branca,Mais de 2 a 3 SM,281
Castelo Branco,Branca,Mais de 3 a 5 SM,266
Castelo Branco,Branca,Mais de 5 a 10 SM,202
Castelo Branco,Branca,Mais de 10 SM,53
Castelo Branco,Branca,Sem rendimento,1580
Castelo Branco,Branca,Total,4513
Castelo Branco,Parda,Até 1/2 SM,236
Castelo Branco,Parda,Mais de 1/2 a 1 SM,1201
Castelo Branco,Parda,Mais de 1 a 2 SM,731
Castelo Branco,Parda,Mais de 2 a 3 SM,281
Castelo Branco,Parda,Mais de 3 a 5 SM,252
Castelo Branco,Parda,Mais de 5 a 10 SM,139
Castelo Branco,Parda,Mais de 10 SM,15
Castelo Branco,Parda,Sem rendimento,1715
Castelo Branco,Parda,Total,4570
Castelo Branco,Preta,Até 1/2 SM,58
Castelo Branco,Preta,Mais de 1/2 a 1 SM,286
Castelo Branco,Preta,Mais de 1 a 2 SM,162
Castelo Branco,Preta,Mais de 2 a 3 SM,65
Castelo Branco,Preta,Mais de 3 a 5 SM,58
Castelo Branco,Preta,Mais de 5 a 10 SM,33
Castelo Branco,Preta,Mais de 10 SM,8
Castelo Branco,Preta,Sem rendimento,332
Castelo Branco,Preta,Total,1002
Castelo Branco,Indígena,Até 1/2 SM,4
Castelo Branco,Indígena,Mais de 1/2 a 1 SM,21
Castelo Branco,Indígena,Mais de 1 a 2 SM,2
Castelo Branco,Indígena,Mais de 2 a 3 SM,2
Castelo Branco,Indígena,Mais de 3 a 5 SM,2
Castelo Branco,Indígena,Mais de 5 a 10 SM,1
Castelo Branco,Indígena,Mais de 10 SM,0
Castelo Branco,Indígena,Sem rendimento,9
Castelo Branco,Indígena,Total,41
Castelo Branco,Amarela,Até 1/2 SM,9
Castelo Branco,Amarela,Mais de 1/2 a 1 SM,38
Castelo Branco,Amarela,Mais de 1 a 2 SM,29
Castelo Branco,Amarela,Mais de 2 a 3 SM,13
Castelo Branco,Amarela,Mais de 3 a 5 SM,5
Castelo Branco,Amarela,Mais de 5 a 10 SM,10
Castelo Branco,Amarela,Mais de 10 SM,1
Castelo Branco,Amarela,Sem rendimento,66
Castelo Branco,Amarela,Total,171
Castelo Branco,Total,Até 1/2 SM,505
Castelo Branco,Total,Mais de 1/2 a 1 SM,2719
Castelo Branco,Total,Mais de 1 a 2 SM,1684
Castelo Branco,Total,Mais de 2 a 3 SM,642
Castelo Branco,Total,Mais de 3 a 5 SM,583
Castelo Branco,Total,Mais de 5 a 10 SM,385
Castelo Branco,Total,Mais de 10 SM,77
Castelo Branco,Total,Sem rendimento,3702
Castelo Branco,Total,Total,10297
Centro,Branca,Até 1/2 SM,27
Centro,Branca,Mais de 1/2 a 1 SM,384
Centro,Branca,Mais de 1 a 2 SM,323
Centro,Branca,Mais de 2 a 3 SM,141
Centro,Branca,Mais de 3 a 5 SM,168
Centro,Branca,Mais de 5 a 10 SM,172
Centro,Branca,Mais de 10 SM,65
Centro,Branca,Sem rendimento,554
Centro,Branca,Total,1834
Centro,Parda,Até 1/2 SM,65
Centro,Parda,Mais de 1/2 a 1 SM,306
Centro,Parda,Mais de 1 a 2 SM,196
Centro,Parda,Mais de 2 a 3 SM,90
Centro,Parda,Mais de 3 a 5 SM,67
Centro,Parda,Mais de 5 a 10 SM,75
Centro,Parda,Mais de 10 SM,31
Centro,Parda,Sem rendimento,432
Centro,Parda,Total,1262
Centro,Preta,Até 1/2 SM,8
Centro,Preta,Mais de 1/2 a 1 SM,38
Centro,Preta,Mais de 1 a 2 SM,33
Centro,Preta,Mais de 2 a 3 SM,8
Centro,Preta,Mais de 3 a 5 SM,12
Centro,Preta,Mais de 5 a 10 SM,3
Centro,Preta,Mais de 10 SM,5
Centro,Preta,Sem rendimento,62
Centro,Preta,Total,169
Centro,Indígena,Até 1/2 SM,0
Centro,Indígena,Mais de 1/2 a 1 SM,2
Centro,Indígena,Mais de 1 a 2 SM,1
Centro,Indígena,Mais de 2 a 3 SM,0
Centro,Indígena,Mais de 3 a 5 SM,1
Centro,Indígena,Mais de 5 a 10 SM,0
Centro,Indígena,Mais de 10 SM,0
Centro,Indígena,Sem rendimento,2
Centro,Indígena,Total,6
Centro,Amarela,Até 1/2 SM,4
Centro,Amarela,Mais de 1/2 a 1 SM,8
Centro,Amarela,Mais de 1 a 2 SM,9
Centro,Amarela,Mais de 2 a 3 SM,6
Centro,Amarela,Mais de 3 a 5 SM,2
Centro,Amarela,Mais de 5 a 10 SM,5
Centro,Amarela,Mais de 10 SM,0
Centro,Amarela,Sem rendimento,12
Centro,Amarela,Total,46
Centro,Total,Até 1/2 SM,104
Centro,Total,Mais de 1/2 a 1 SM,738
Centro,Total,Mais de 1 a 2 SM,562
Centro,Total,Mais de 2 a 3 SM,245
Centro,Total,Mais de 3 a 5 SM,250
Centro,Total,Mais de 5 a 10 SM,255
Centro,Total,Mais de 10 SM,101
Centro,Total,Sem rendimento,1062
Centro,Total,Total,3317
Cidade dos Colibris,Branca,Até 1/2 SM,66
Cidade dos Colibris,Branca,Mais de 1/2 a 1 SM,250
Cidade dos Colibris,Branca,Mais de 1 a 2 SM,237
Cidade dos Colibris,Branca,Mais de 2 a 3 SM,83
Cidade dos Colibris,Branca,Mais de 3 a 5 SM,72
Cidade dos Colibris,Branca,Mais de 5 a 10 SM,53
Cidade dos Colibris,Branca,Mais de 10 SM,15
Cidade dos Colibris,Branca,Sem rendimento,416
Cidade dos Colibris,Branca,Total,1192
Cidade dos Colibris,Parda,Até 1/2 SM,138
Cidade dos Colibris,Parda,Mais de 1/2 a 1 SM,480
Cidade dos Colibris,Parda,Mais de 1 a 2 SM,332
Cidade dos Colibris,Parda,Mais de 2 a 3 SM,93
Cidade dos Colibris,Parda,Mais de 3 a 5 SM,81
Cidade dos Colibris,Parda,Mais de 5 a 10 SM,42
Cidade dos Colibris,Parda,Mais de 10 SM,9
Cidade dos Colibris,Parda,Sem rendimento,740
Cidade dos Colibris,Parda,Total,1915
Cidade dos Colibris,Preta,Até 1/2 SM,10
Cidade dos Colibris,Preta,Mais de 1/2 a 1 SM,45
Cidade dos Colibris,Preta,Mais de 1 a 2 SM,35
Cidade dos Colibris,Preta,Mais de 2 a 3 SM,15
Cidade dos Colibris,Preta,Mais de 3 a 5 SM,8
Cidade dos Colibris,Preta,Mais de 5 a 10 SM,4
Cidade dos Colibris,Preta,Mais de 10 SM,0
Cidade dos Colibris,Preta,Sem rendimento,61
Cidade dos Colibris,Preta,Total,178
Cidade dos Colibris,Indígena,Até 1/2 SM,0
Cidade dos Colibris,Indígena,Mais de 1/2 a 1 SM,2
Cidade dos Colibris,Indígena,Mais de 1 a 2 SM,3
Cidade dos Colibris,Indígena,Mais de 2 a 3 SM,2
Cidade dos Colibris,Indígena,Mais de 3 a 5 SM,1
Cidade dos Colibris,Indígena,Mais de 5 a 10 SM,1
Cidade dos Colibris,Indígena,Mais de 10 SM,0
Cidade dos Colibris,Indígena,Sem rendimento,1
Cidade dos Colibris,Indígena,Total,10
Cidade dos Colibris,Amarela,Até 1/2 SM,0
Cidade dos Colibris,Amarela,Mais de 1/2 a 1 SM,1
Cidade dos Colibris,Amarela,Mais de 1 a 2 SM,6
Cidade dos Colibris,Amarela,Mais de 2 a 3 SM,0
Cidade dos Colibris,Amarela,Mais de 3 a 5 SM,0
Cidade dos Colibris,Amarela,Mais de 5 a 10 SM,1
Cidade dos Colibris,Amarela,Mais de 10 SM,0
Cidade dos Colibris,Amarela,Sem rendimento,12
Cidade dos Colibris,Amarela,Total,20
Cidade dos Colibris,Total,Até 1/2 SM,214
Cidade dos Colibris,Total,Mais de 1/2 a 1 SM,778
Cidade dos Colibris,Total,Mais de 1 a 2 SM,613
Cidade dos Colibris,Total,Mais de 2 a 3 SM,193
Cidade dos Colibris,Total,Mais de 3 a 5 SM,162
Cidade dos Colibris,Total,Mais de 5 a 10 SM,101
Cidade dos Colibris,Total,Mais de 10 SM,24
Cidade dos Colibris,Total,Sem rendimento,1230
Cidade dos Colibris,Total,Total,3315
Costa do Sol,Branca,Até 1/2 SM,227
Costa do Sol,Branca,Mais de 1/2 a 1 SM,622
Costa do Sol,Branca,Mais de 1 a 2 SM,405
Costa do Sol,Branca,Mais de 2 a 3 SM,85
Costa do Sol,Branca,Mais de 3 a 5 SM,61
Costa do Sol,Branca,Mais de 5 a 10 SM,15
Costa do Sol,Branca,Mais de 10 SM,3
Costa do Sol,Branca,Sem rendimento,924
Costa do Sol,Branca,Total,2342
Costa do Sol,Parda,Até 1/2 SM,352
Costa do Sol,Parda,Mais de 1/2 a 1 SM,865
Costa do Sol,Parda,Mais de 1 a 2 SM,541
Costa do Sol,Parda,Mais de 2 a 3 SM,118
Costa do Sol,Parda,Mais de 3 a 5 SM,75
Costa do Sol,Parda,Mais de 5 a 10 SM,18
Costa do Sol,Parda,Mais de 10 SM,0
Costa do Sol,Parda,Sem rendimento,1691
Costa do Sol,Parda,Total,3660
Costa do Sol,Preta,Até 1/2 SM,70
Costa do Sol,Preta,Mais de 1/2 a 1 SM,185
Costa do Sol,Preta,Mais de 1 a 2 SM,104
Costa do Sol,Preta,Mais de 2 a 3 SM,29
Costa do Sol,Preta,Mais de 3 a 5 SM,20
Costa do Sol,Preta,Mais de 5 a 10 SM,2
Costa do Sol,Preta,Mais de 10 SM,0
Costa do Sol,Preta,Sem rendimento,362
Costa do Sol,Preta,Total,772
Costa do Sol,Indígena,Até 1/2 SM,2
Costa do Sol,Indígena,Mais de 1/2 a 1 SM,5
Costa do Sol,Indígena,Mais de 1 a 2 SM,3
Costa do Sol,Indígena,Mais de 2 a 3 SM,0
Costa do Sol,Indígena,Mais de 3 a 5 SM,1
Costa do Sol,Indígena,Mais de 5 a 10 SM,1
Costa do Sol,Indígena,Mais de 10 SM,0
Costa do Sol,Indígena,Sem rendimento,7
Costa do Sol,Indígena,Total,19
Costa do Sol,Amarela,Até 1/2 SM,15
Costa do Sol,Amarela,Mais de 1/2 a 1 SM,26
Costa do Sol,Amarela,Mais de 1 a 2 SM,21
Costa do Sol,Amarela,Mais de 2 a 3 SM,3
Costa do Sol,Amarela,Mais de 3 a 5 SM,3
Costa do Sol,Amarela,Mais de 5 a 10 SM,0
Costa do Sol,Amarela,Mais de 10 SM,0
Costa do Sol,Amarela,Sem rendimento,39
Costa do Sol,Amarela,Total,107
Costa do Sol,Total,Até 1/2 SM,666
Costa do Sol,Total,Mais de 1/2 a 1 SM,1703
Costa do Sol,Total,Mais de 1 a 2 SM,1074
Costa do Sol,Total,Mais de 2 a 3 SM,235
Costa do Sol,Total,Mais de 3 a 5 SM,160
Costa do Sol,Total,Mais de 5 a 10 SM,36
Costa do Sol,Total,Mais de 10 SM,3
Costa do Sol,Total,Sem rendimento,3023
Costa do Sol,Total,Total,6900
Costa e Silva,Branca,Até 1/2 SM,127
Costa e Silva,Branca,Mais de 1/2 a 1 SM,681
Costa e Silva,Branca,Mais de 1 a 2 SM,427
Costa e Silva,Branca,Mais de 2 a 3 SM,87
Costa e Silva,Branca,Mais de 3 a 5 SM,60
Costa e Silva,Branca,Mais de 5 a 10 SM,29
Costa e Silva,Branca,Mais de 10 SM,2
Costa e Silva,Branca,Sem rendimento,944
Costa e Silva,Branca,Total,2357
Costa e Silva,Parda,Até 1/2 SM,285
Costa e Silva,Parda,Mais de 1/2 a 1 SM,1166
Costa e Silva,Parda,Mais de 1 a 2 SM,517
Costa e Silva,Parda,Mais de 2 a 3 SM,86
Costa e Silva,Parda,Mais de 3 a 5 SM,61
Costa e Silva,Parda,Mais de 5 a 10 SM,21
Costa e Silva,Parda,Mais de 10 SM,3
Costa e Silva,Parda,Sem rendimento,1504
Costa e Silva,Parda,Total,3643
Costa e Silva,Preta,Até 1/2 SM,78
Costa e Silva,Preta,Mais de 1/2 a 1 SM,284
Costa e Silva,Preta,Mais de 1 a 2 SM,99
Costa e Silva,Preta,Mais de 2 a 3 SM,14
Costa e Silva,Preta,Mais de 3 a 5 SM,10
Costa e Silva,Preta,Mais de 5 a 10 SM,5
Costa e Silva,Preta,Mais de 10 SM,1
Costa e Silva,Preta,Sem rendimento,314
Costa e Silva,Preta,Total,805
Costa e Silva,Indígena,Até 1/2 SM,0
Costa e Silva,Indígena,Mais de 1/2 a 1 SM,0
Costa e Silva,Indígena,Mais de 1 a 2 SM,0
Costa e Silva,Indígena,Mais de 2 a 3 SM,0
Costa e Silva,Indígena,Mais de 3 a 5 SM,0
Costa e Silva,Indígena,Mais de 5 a 10 SM,1
Costa e Silva,Indígena,Mais de 10 SM,0
Costa e Silva,Indígena,Sem rendimento,0
Costa e Silva,Indígena,Total,1
Costa e Silva,Amarela,Até 1/2 SM,3
Costa e Silva,Amarela,Mais de 1/2 a 1 SM,25
Costa e Silva,Amarela,Mais de 1 a 2 SM,23
Costa e Silva,Amarela,Mais de 2 a 3 SM,5
Costa e Silva,Amarela,Mais de 3 a 5 SM,3
Costa e Silva,Amarela,Mais de 5 a 10 SM,1
Costa e Silva,Amarela,Mais de 10 SM,0
Costa e Silva,Amarela,Sem rendimento,42
Costa e Silva,Amarela,Total,102
Costa e Silva,Total,Até 1/2 SM,493
Costa e Silva,Total,Mais de 1/2 a 1 SM,2156
Costa e Silva,Total,Mais de 1 a 2 SM,1066
Costa e Silva,Total,Mais de 2 a 3 SM,192
Costa e Silva,Total,Mais de 3 a 5 SM,134
Costa e Silva,Total,Mais de 5 a 10 SM,57
Costa e Silva,Total,Mais de 10 SM,6
Costa e Silva,Total,Sem rendimento,2804
Costa e Silva,Total,Total,6908
Cristo Redentor,Branca,Até 1/2 SM,704
Cristo Redentor,Branca,Mais de 1/2 a 1 SM,2814
Cristo Redentor,Branca,Mais de 1 a 2 SM,2081
Cristo Redentor,Branca,Mais de 2 a 3 SM,795
Cristo Redentor,Branca,Mais de 3 a 5 SM,806
Cristo Redentor,Branca,Mais de 5 a 10 SM,668
Cristo Redentor,Branca,Mais de 10 SM,199
Cristo Redentor,Branca,Sem rendimento,4584
Cristo Redentor,Branca,Total,12651
Cristo Redentor,Parda,Até 1/2 SM,1372
Cristo Redentor,Parda,Mais de 1/2 a 1 SM,4242
Cristo Redentor,Parda,Mais de 1 a 2 SM,2239
Cristo Redentor,Parda,Mais de 2 a 3 SM,738
Cristo Redentor,Parda,Mais de 3 a 5 SM,642
Cristo Redentor,Parda,Mais de 5 a 10 SM,468
Cristo Redentor,Parda,Mais de 10 SM,113
Cristo Redentor,Parda,Sem rendimento,6187
Cristo Redentor,Parda,Total,16001
Cristo Redentor,Preta,Até 1/2 SM,287
Cristo Redentor,Preta,Mais de 1/2 a 1 SM,838
Cristo Redentor,Preta,Mais de 1 a 2 SM,334
Cristo Redentor,Preta,Mais de 2 a 3 SM,89
Cristo Redentor,Preta,Mais de 3 a 5 SM,66
Cristo Redentor,Preta,Mais de 5 a 10 SM,44
Cristo Redentor,Preta,Mais de 10 SM,16
Cristo Redentor,Preta,Sem rendimento,922
Cristo Redentor,Preta,Total,2596
Cristo Redentor,Indígena,Até 1/2 SM,13
Cristo Redentor,Indígena,Mais de 1/2 a 1 SM,38
Cristo Redentor,Indígena,Mais de 1 a 2 SM,26
Cristo Redentor,Indígena,Mais de 2 a 3 SM,5
Cristo Redentor,Indígena,Mais de 3 a 5 SM,4
Cristo Redentor,Indígena,Mais de 5 a 10 SM,4
Cristo Redentor,Indígena,Mais de 10 SM,1
Cristo Redentor,Indígena,Sem rendimento,45
Cristo Redentor,Indígena,Total,136
Cristo Redentor,Amarela,Até 1/2 SM,51
Cristo Redentor,Amarela,Mais de 1/2 a 1 SM,126
Cristo Redentor,Amarela,Mais de 1 a 2 SM,83
Cristo Redentor,Amarela,Mais de 2 a 3 SM,26
Cristo Redentor,Amarela,Mais de 3 a 5 SM,22
Cristo Redentor,Amarela,Mais de 5 a 10 SM,8
Cristo Redentor,Amarela,Mais de 10 SM,5
Cristo Redentor,Amarela,Sem rendimento,213
Cristo Redentor,Amarela,Total,534
Cristo Redentor,Total,Até 1/2 SM,2427
Cristo Redentor,Total,Mais de 1/2 a 1 SM,8058
Cristo Redentor,Total,Mais de 1 a 2 SM,4763
Cristo Redentor,Total,Mais de 2 a 3 SM,1653
Cristo Redentor,Total,Mais de 3 a 5 SM,1540
Cristo Redentor,Total,Mais de 5 a 10 SM,1192
Cristo Redentor,Total,Mais de 10 SM,334
Cristo Redentor,Total,Sem rendimento,11951
Cristo Redentor,Total,Total,31918
Cruz das Armas,Branca,Até 1/2 SM,418
Cruz das Armas,Branca,Mais de 1/2 a 1 SM,2163
Cruz das Armas,Branca,Mais de 1 a 2 SM,1350
Cruz das Armas,Branca,Mais de 2 a 3 SM,330
Cruz das Armas,Branca,Mais de 3 a 5 SM,259
Cruz das Armas,Branca,Mais de 5 a 10 SM,140
Cruz das Armas,Branca,Mais de 10 SM,28
Cruz das Armas,Branca,Sem rendimento,2990
Cruz das Armas,Branca,Total,7678
Cruz das Armas,Parda,Até 1/2 SM,879
Cruz das Armas,Parda,Mais de 1/2 a 1 SM,3604
Cruz das Armas,Parda,Mais de 1 a 2 SM,1888
Cruz das Armas,Parda,Mais de 2 a 3 SM,356
Cruz das Armas,Parda,Mais de 3 a 5 SM,289
Cruz das Armas,Parda,Mais de 5 a 10 SM,114
Cruz das Armas,Parda,Mais de 10 SM,17
Cruz das Armas,Parda,Sem rendimento,5040
Cruz das Armas,Parda,Total,12187
Cruz das Armas,Preta,Até 1/2 SM,144
Cruz das Armas,Preta,Mais de 1/2 a 1 SM,557
Cruz das Armas,Preta,Mais de 1 a 2 SM,219
Cruz das Armas,Preta,Mais de 2 a 3 SM,49
Cruz das Armas,Preta,Mais de 3 a 5 SM,29
Cruz das Armas,Preta,Mais de 5 a 10 SM,10
Cruz das Armas,Preta,Mais de 10 SM,2
Cruz das Armas,Preta,Sem rendimento,541
Cruz das Armas,Preta,Total,1551
Cruz das Armas,Indígena,Até 1/2 SM,4
Cruz das Armas,Indígena,Mais de 1/2 a 1 SM,14
Cruz das Armas,Indígena,Mais de 1 a 2 SM,8
Cruz das Armas,Indígena,Mais de 2 a 3 SM,1
Cruz das Armas,Indígena,Mais de 3 a 5 SM,0
Cruz das Armas,Indígena,Mais de 5 a 10 SM,0
Cruz das Armas,Indígena,Mais de 10 SM,0
Cruz das Armas,Indígena,Sem rendimento,14
Cruz das Armas,Indígena,Total,41
Cruz das Armas,Amarela,Até 1/2 SM,35
Cruz das Armas,Amarela,Mais de 1/2 a 1 SM,82
Cruz das Armas,Amarela,Mais de 1 a 2 SM,48
Cruz das Armas,Amarela,Mais de 2 a 3 SM,8
Cruz das Armas,Amarela,Mais de 3 a 5 SM,5
Cruz das Armas,Amarela,Mais de 5 a 10 SM,2
Cruz das Armas,Amarela,Mais de 10 SM,0
Cruz das Armas,Amarela,Sem rendimento,109
Cruz das Armas,Amarela,Total,289
Cruz das Armas,Total,Até 1/2 SM,1480
Cruz das Armas,Total,Mais de 1/2 a 1 SM,6420
Cruz das Armas,Total,Mais de 1 a 2 SM,3513
Cruz das Armas,Total,Mais de 2 a 3 SM,744
Cruz das Armas,Total,Mais de 3 a 5 SM,582
Cruz das Armas,Total,Mais de 5 a 10 SM,266
Cruz das Armas,Total,Mais de 10 SM,47
Cruz das Armas,Total,Sem rendimento,8694
Cruz das Armas,Total,Total,21746
Cuiá,Branca,Até 1/2 SM,66
Cuiá,Branca,Mais de 1/2 a 1 SM,409
Cuiá,Branca,Mais de 1 a 2 SM,555
Cuiá,Branca,Mais de 2 a 3 SM,252
Cuiá,Branca,Mais de 3 a 5 SM,220
Cuiá,Branca,Mais de 5 a 10 SM,132
Cuiá,Branca,Mais de 10 SM,24
Cuiá,Branca,Sem rendimento,840
Cuiá,Branca,Total,2498
Cuiá,Parda,Até 1/2 SM,99
Cuiá,Parda,Mais de 1/2 a 1 SM,454
Cuiá,Parda,Mais de 1 a 2 SM,557
Cuiá,Parda,Mais de 2 a 3 SM,263
Cuiá,Parda,Mais de 3 a 5 SM,224
Cuiá,Parda,Mais de 5 a 10 SM,118
Cuiá,Parda,Mais de 10 SM,20
Cuiá,Parda,Sem rendimento,921
Cuiá,Parda,Total,2656
Cuiá,Preta,Até 1/2 SM,18
Cuiá,Preta,Mais de 1/2 a 1 SM,93
Cuiá,Preta,Mais de 1 a 2 SM,121
Cuiá,Preta,Mais de 2 a 3 SM,49
Cuiá,Preta,Mais de 3 a 5 SM,27
Cuiá,Preta,Mais de 5 a 10 SM,23
Cuiá,Preta,Mais de 10 SM,5
Cuiá,Preta,Sem rendimento,113
Cuiá,Preta,Total,449
Cuiá,Indígena,Até 1/2 SM,1
Cuiá,Indígena,Mais de 1/2 a 1 SM,8
Cuiá,Indígena,Mais de 1 a 2 SM,9
Cuiá,Indígena,Mais de 2 a 3 SM,2
Cuiá,Indígena,Mais de 3 a 5 SM,4
Cuiá,Indígena,Mais de 5 a 10 SM,5
Cuiá,Indígena,Mais de 10 SM,2
Cuiá,Indígena,Sem rendimento,12
Cuiá,Indígena,Total,43
Cuiá,Amarela,Até 1/2 SM,4
Cuiá,Amarela,Mais de 1/2 a 1 SM,35
Cuiá,Amarela,Mais de 1 a 2 SM,39
Cuiá,Amarela,Mais de 2 a 3 SM,16
Cuiá,Amarela,Mais de 3 a 5 SM,12
Cuiá,Amarela,Mais de 5 a 10 SM,7
Cuiá,Amarela,Mais de 10 SM,0
Cuiá,Amarela,Sem rendimento,61
Cuiá,Amarela,Total,174
Cuiá,Total,Até 1/2 SM,188
Cuiá,Total,Mais de 1/2 a 1 SM,999
Cuiá,Total,Mais de 1 a 2 SM,1281
Cuiá,Total,Mais de 2 a 3 SM,582
Cuiá,Total,Mais de 3 a 5 SM,487
Cuiá,Total,Mais de 5 a 10 SM,285
Cuiá,Total,Mais de 10 SM,51
Cuiá,Total,Sem rendimento,1947
Cuiá,Total,Total,5820
Distrito Industrial,Branca,Até 1/2 SM,51
Distrito Industrial,Branca,Mais de 1/2 a 1 SM,118
Distrito Industrial,Branca,Mais de 1 a 2 SM,72
Distrito Industrial,Branca,Mais de 2 a 3 SM,8
Distrito Industrial,Branca,Mais de 3 a 5 SM,4
Distrito Industrial,Branca,Mais de 5 a 10 SM,0
Distrito Industrial,Branca,Mais de 10 SM,3
Distrito Industrial,Branca,Sem rendimento,216
Distrito Industrial,Branca,Total,472
Distrito Industrial,Parda,Até 1/2 SM,119
Distrito Industrial,Parda,Mais de 1/2 a 1 SM,223
Distrito Industrial,Parda,Mais de 1 a 2 SM,114
Distrito Industrial,Parda,Mais de 2 a 3 SM,22
Distrito Industrial,Parda,Mais de 3 a 5 SM,6
Distrito Industrial,Parda,Mais de 5 a 10 SM,1
Distrito Industrial,Parda,Mais de 10 SM,1
Distrito Industrial,Parda,Sem rendimento,369
Distrito Industrial,Parda,Total,855
Distrito Industrial,Preta,Até 1/2 SM,22
Distrito Industrial,Preta,Mais de 1/2 a 1 SM,49
Distrito Industrial,Preta,Mais de 1 a 2 SM,19
Distrito Industrial,Preta,Mais de 2 a 3 SM,5
Distrito Industrial,Preta,Mais de 3 a 5 SM,0
Distrito Industrial,Preta,Mais de 5 a 10 SM,0
Distrito Industrial,Preta,Mais de 10 SM,0
Distrito Industrial,Preta,Sem rendimento,48
Distrito Industrial,Preta,Total,143
Distrito Industrial,Indígena,Até 1/2 SM,0
Distrito Industrial,Indígena,Mais de 1/2 a 1 SM,0
Distrito Industrial,Indígena,Mais de 1 a 2 SM,1
Distrito Industrial,Indígena,Mais de 2 a 3 SM,1
Distrito Industrial,Indígena,Mais de 3 a 5 SM,0
Distrito Industrial,Indígena,Mais de 5 a 10 SM,0
Distrito Industrial,Indígena,Mais de 10 SM,0
Distrito Industrial,Indígena,Sem rendimento,1
Distrito Industrial,Indígena,Total,3
Distrito Industrial,Amarela,Até 1/2 SM,0
Distrito Industrial,Amarela,Mais de 1/2 a 1 SM,0
Distrito Industrial,Amarela,Mais de 1 a 2 SM,2
Distrito Industrial,Amarela,Mais de 2 a 3 SM,0
Distrito Industrial,Amarela,Mais de 3 a 5 SM,0
Distrito Industrial,Amarela,Mais de 5 a 10 SM,0
Distrito Industrial,Amarela,Mais de 10 SM,0
Distrito Industrial,Amarela,Sem rendimento,6
Distrito Industrial,Amarela,Total,8
Distrito Industrial,Total,Até 1/2 SM,192
Distrito Industrial,Total,Mais de 1/2 a 1 SM,390
Distrito Industrial,Total,Mais de 1 a 2 SM,208
Distrito Industrial,Total,Mais de 2 a 3 SM,36
Distrito Industrial,Total,Mais de 3 a 5 SM,10
Distrito Industrial,Total,Mais de 5 a 10 SM,1
Distrito Industrial,Total,Mais de 10 SM,4
Distrito Industrial,Total,Sem rendimento,640
Distrito Industrial,Total,Total,1481
Ernani Sátiro,Branca,Até 1/2 SM,106
Ernani Sátiro,Branca,Mais de 1/2 a 1 SM,723
Ernani Sátiro,Branca,Mais de 1 a 2 SM,511
Ernani Sátiro,Branca,Mais de 2 a 3 SM,141
Ernani Sátiro,Branca,Mais de 3 a 5 SM,88
Ernani Sátiro,Branca,Mais de 5 a 10 SM,33
Ernani Sátiro,Branca,Mais de 10 SM,4
Ernani Sátiro,Branca,Sem rendimento,1014
Ernani Sátiro,Branca,Total,2620
Ernani Sátiro,Parda,Até 1/2 SM,231
Ernani Sátiro,Parda,Mais de 1/2 a 1 SM,1180
Ernani Sátiro,Parda,Mais de 1 a 2 SM,837
Ernani Sátiro,Parda,Mais de 2 a 3 SM,202
Ernani Sátiro,Parda,Mais de 3 a 5 SM,103
